time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-04-03 08:02:03.556 UTC, ,93114,7764698,3824,4525856, , ,342, ,32011,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10495,9, , , , , , , , , , ,31638,4, ,17184285400,20, ,17183899862, , , , ,16960835,155169390592,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16960835, ,1554278521320, , , , ,3145728,17187505668, , ,357,0, , , ,3, , , ,3, , , , ,357,1,10240,5,2871574,3, ,2,713308,357, , , , , , , , ,3,17,263903768,-1, , , , , , ,32018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 08:02:03.821 UTC, ,250,3176394,3824,30200,216, ,5,1,327,5,0.02, , , , , , , ,5,5, ,2,1,4,2,7, ,321,22, , , , , , , , , , , , , ,17187891306,21, ,17187505753, , , , ,17695167,155168935936,21,21, , , , , ,26,44388, , , , , , , , , , , , , , , , , , , , , , , , , ,17695167, ,1554278523665, , , , ,3145728,17187891306, , ,35,0, , , ,3, , , ,3, , , , ,35,1,141009,12, , , , ,19434616,362, , , , , , , , ,9,44,54172208,-1, , , , , , ,311, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 08:02:03.861 UTC, ,250,3668346,3824,522368, , ,14, ,112,9,0.08, , , , , , , ,14,14, , , ,8,8,16, ,151,45, , , , , , , , , , ,45,2, ,17187891306,21, ,17187505753, , , , ,17695167,155168935936,21,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17695167, ,1554278523665, , , , ,3145728,17187891306, , ,63,0, , , , , , , ,3, , , , ,63,1,454022,16, , , ,2,34001,49, , , , , , , , , , ,59799056,-1, , , , , , ,301, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,171,64, , , , , , , , 
2019-04-03 11:33:37.167 UTC, ,250,3176258,3824,30200,80, ,5,1,325,5,0.02, , , , , , , ,5,5, ,2,1,4,2,7, ,320,22, , , , , , , , , , , , , ,17187891306,21, ,17187505753, , , , ,17695167,53212667904,21,21, , , , , ,26,44388, , , , , , , , , , , , , , , , , , , , , , , , , ,17695167, ,1554291215251, , , , ,3145728,17187891306, , ,35,0, , , ,3, , , ,3, , , , ,35,1,141009,12, , , , ,19434616,362, , , , , , , , ,5,80,47108504,-1, , , , , , ,310, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 11:33:41.960 UTC, ,94074,7809338,4552,4569536, , ,342, ,32053,337,0.01, , , , , , , ,342,16, , , ,300,7,15, ,10550,16, , , , , , , , , , ,31638,4, ,17187891306,21, ,17187505753, , , , ,20604956,53208907776,18,18, , , ,1, ,212,62064,1, , , , ,707,3,4, , , , ,4,61347, , , , , , , , , , , ,20604956, ,1554291215251, , , , ,3145728,21476223077, , ,364,16, ,16, ,5, , , ,3,1, , , ,364,2,5340937,68,1871869,3, ,2,5349958,514,1037920,1, , , , , , ,4,60,83270368,-1, , , , , , ,32060, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 11:33:42.319 UTC, ,250,3180282,3824,33864,440, ,6, ,252,6,0.02, , , , , , , ,6,6, ,15, ,5,3,7, ,234,21, , , , , , , , , , , , , ,21476611321,23,51772974,21476609454,1,1,3,7,11668907,53218672640,-1,-1, , , , , ,15,11276, , , , , , , , , , , , , , , , , , , , , , , , , ,11668907, ,1554291222147, , , , ,3145728,21476611321, , ,35,31,1,31,1,6,1, , ,3,2, , , ,35,1,115802,17,2015,1, , ,7166015,344, , , , , , , , ,9,140,110762208,-1, , , , , , ,248, , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2019-04-03 11:33:42.408 UTC, ,250,3669002,3824,523024, , ,14, ,112,8,0.07, , , , , , , ,14,14, , , ,8,8,16, ,150,43, , , , , , , , , , ,45,2, ,21476611321,23,51772974,21476609454, , , , ,11668907,53218668544,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11668907, ,1554291222147, , , , ,3145728,21476611321, , ,59,0, , , ,1, , , ,3, , , , ,59,2,456070,17, , , ,2,29835,45, , , , , , , , , , ,122189360,-1, , , , , , ,297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,171,63, , , , , , , , 
2019-04-03 11:56:30.103 UTC, ,250,3174994,3592,29016, , ,5,2,166,5,0.03, , , , , , , ,5,5, ,2,2,4,2,7, ,162,18, , , , , , , , , , , , , ,21476612039,24, ,21476611440, , , , ,11669622,53218287616,31,31, , , , , ,15,11304, , , , , , , , , , , , , , , , , , , , , , , , , ,11669622, ,1554292588225, , , , ,3145728,21476612039, , ,32,0, , , ,3, , , ,3, , , , ,32, ,118154,12, , , , ,3813294,61, , , , , , , , ,5,101,27336208,-1, , , , , , ,156, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 11:56:34.524 UTC, ,93138,7764810,3824,4525944, , ,342, ,32011,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10495,10, , , , , , , , , , ,31638,4, ,21476612039,24, ,21476611440, , , , ,14541196,53215141888,24,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14541196, ,1554292588225, , , , ,3145728,21479832307, , ,358,0, , , ,4, , , ,3, , , , ,358,2,14336,7,2871574,3, ,2,711308,357, , , , , , , , ,4,63,44474296,-1, , , , , , ,32018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 11:56:35.164 UTC, ,250,3186162,3824,39400,784, ,7,1,331,6,0.02, , , , , , , ,7,8, ,3,1,7,4,9, ,322,27, , , , , , , , , , ,1,1, ,21480217968,25, ,21479832392, , , , ,15275551,53214683136,24,24, , , , , ,28,33108, , , , , , , , , , , , , , , , , , , , , , , , , ,15275551, ,1554292594711, , , , ,3145728,21480217968, , ,45,0, , , ,5, , , ,3, , , , ,45,2,80014,18, , , , ,14098922,414, , , , , , , , ,9,164,88758040,-1, , , , , , ,322, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2019-04-03 12:01:06.862 UTC, ,250,3174954,3592,28976, , ,5,1,316,5,0.02, , , , , , , ,5,5, ,3,1,4,2,7, ,308,19, , , , , , , , , , , , , ,21480217968,25, ,21479832392, , , , ,15275551,53214621696,24,24, , , , , ,28,33108, , , , , , , , , , , , , , , , , , , , , , , , , ,15275551, ,1554292865322, , , , ,3145728,21480217968, , ,32,0, , , ,3, , , ,3, , , , ,32, ,73870,15, , , , ,14090405,402, , , , , , , , ,5,68,40946904,-1, , , , , , ,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 12:01:11.312 UTC, ,93114,7764746,3824,4525904, , ,342, ,32011,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10495,10, , , , , , , , , , ,31638,4, ,21480217968,25, ,21479832392, , , , ,18147125,53211475968,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18147125, ,1554292865322, , , , ,3145728,21483438236, , ,358,0, , , ,4, , , ,3, , , , ,358,2,14336,7,2871574,3, ,2,711308,357, , , , , , , , ,4,57,59602760,-1, , , , , , ,32018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 12:01:11.901 UTC, ,250,3175194,3592,29000,216, ,5,2,327,5,0.02, , , , , , , ,5,5, ,2,2,4,2,7, ,323,21, , , , , , , , , , , , , ,21483823885,26, ,21483438321, , , , , , ,-1,-1, , , , , ,42,54913, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1554292871499, , , , ,3145728,21483823885, , ,35,0, , , ,4, , , ,3, , , , ,35,1,153412,17, , , , ,21611485,390, , , , , , , , ,9,125,111920128,-1, , , , , , ,314, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 12:05:32.823 UTC, ,250,3175194,3592,29000,216, ,5,2,330,5,0.02, , , , , , , ,5,5, ,2,2,4,2,7, ,325,22, , , , , , , , , , , , , ,21483823885,26, ,21483438321, , , , ,18881468,53210955776,20,20, , , , , ,42,54913, , , , , , , , , , , , , , , , , , , , , , , , , ,18881468, ,1554293131002, , , , ,3145728,21483823885, , ,36,0, , , ,4, , , ,3, , , , ,36,1,153412,17, , , , ,21611533,391, , , , , , , , ,5,76,48951152,-1, , , , , , ,316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 12:05:37.744 UTC, ,94138,7809658,4760,4569792, , ,342, ,32067,337,0.01, , , , , , , ,342,16, , , ,300,7,15, ,10563,17, , , , , , , , , , ,31638,4, ,21483823885,26, ,21483438321, , , , ,21798001,53207175168,17,17, , , ,2, ,32,54933,1, ,5, ,5,1055,14,18, , , , ,17,53846, , , , , , , , , , , ,21798001, ,1554293131002, , , , ,3145728,25772056517, , ,365,16, ,16, ,5, , , ,3,1, , , ,365,2,9307444,71,1868321,3, ,2,1671754,332,1048212,1, , , , , , ,4,61,88641304,-1, , , , , , ,32092, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 12:05:38.244 UTC, ,250,3294034,3824,147272,784, ,7, ,331,7,0.02, , , , , , , ,7,8, ,16, ,7,3,10, ,308,26, , , , , , , , , , ,1,1, ,25772445737,28,62640017,25772443793,1, ,4,8,12641910,53217185792,-1,-1, , , , , ,118,16140, , , , , , , , , , , , , , , , , , , , , , , , , ,12641910, ,1554293138025, , , , ,3145728,25772445737, , ,39,16,1,16,1,6,1, , ,3,2, , , ,39,1,140083,15,2092,1, , ,9237735,562, , , , , , , , ,9,137,117225280,-1, , , , , , ,329, , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , 
2019-04-03 12:05:38.342 UTC, ,250,3669242,3824,523264, , ,14, ,106,7,0.07, , , , , , , ,14,14, , , ,8,8,16, ,146,42, , , , , , , , , , ,52,1, ,25772445737,28,62640017,25772443793, , , , ,12641910,53217185792,29,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12641910, ,1554293138025, , , , ,3145728,25772445737, , ,59,0, , , ,1, , , ,3, , , , ,59,2,11013,12, , , ,2,361594,46, , , , , , , , , , ,123569176,-1, , , , , , ,288, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,171,69, , , , , , , , 
2019-04-03 12:06:00.385 UTC, ,250,3176194,3824,30216, , ,5,1,216,5,0.02, , , , , , , ,5,5, ,2,1,4,2,7, ,211,19, , , , , , , , , , , , , ,25772446456,29, ,25772445856, , , , ,12642626,53216604160,29,29, , , , , ,118,16169, , , , , , , , , , , , , , , , , , , , , , , , , ,12642626, ,1554293158820, , , , ,3145728,25772446456, , ,32,0, , , ,2, , , ,3, , , , ,32, ,129322,8, , , , ,5698633,270, , , , , , , , ,5,72,31482864,-1, , , , , , ,206, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 12:06:04.769 UTC, ,93578,7765202,3824,4525896, , ,342, ,32011,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10495,9, , , , , , , , , , ,31638,4, ,25772446456,29, ,25772445856, , , , ,15514200,53213458432,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15514200, ,1554293158820, , , , ,3145728,25775666724, , ,357,0, , , ,3, , , ,3, , , , ,357,1,10279,6,2871574,3, ,2,713269,356, , , , , , , , ,4,64,48755376,-1, , , , , , ,32018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 12:06:05.297 UTC, ,250,3305218,3824,158352,888, ,9, ,349,9,0.03, , , , , , , ,9,11, ,3, ,8,3,14, ,338,35, , , , , , , , , , ,15,2, ,25776052390,30, ,25775666809, , , , ,16248560,53212999680,23,23, , , , , ,129,37973, , , , , , , , , , , , , , , , , , , , , , , , , ,16248560, ,1554293164922, , , , ,3145728,25776052390, , ,55,0, , , ,3, , , ,3, , , , ,55,1,187324,20, , , , ,15821518,600, , , , , , , , ,9,136,87340056,-1, , , , , , ,341, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, , , , , , , , 
2019-04-03 12:06:05.363 UTC, ,250,3668586,3824,522608, , ,14, ,87,5,0.06, , , , , , , ,14,14, , , ,8,8,16, ,128,35, , , , , , , , , , ,38, , ,25776052390,30, ,25775666809, , , , ,16248560,53212999680,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16248560, ,1554293164922, , , , ,3145728,25776052390, , ,45,0, , , , , , , ,3, , , , ,45,1,4676,7, , , ,2,354750,38, , , , , , , , , , ,97619664,-1, , , , , , ,269, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,171,53, , , , , , , , 
2019-04-03 12:06:43.494 UTC, ,250,3176210,3824,30152,80, ,5, ,315,5,0.02, , , , , , , ,5,5, ,3, ,4,2,7, ,306,21, , , , , , , , , , , , , ,25776052390,30, ,25775666809, , , , ,16248560,53212934144,23,23, , , , , ,129,37973, , , , , , , , , , , , , , , , , , , , , , , , , ,16248560, ,1554293201814, , , , ,3145728,25776052390, , ,33,0, , , ,3, , , ,3, , , , ,33,1,73796,14, , , , ,15806251,582, , , , , , , , ,5,71,42743736,-1, , , , , , ,300, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 12:06:48.404 UTC, ,93114,7764674,3824,4525832, , ,342, ,32010,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10494,8, , , , , , , , , , ,31638,4, ,25776052390,30, ,25775666809, , , , ,19120134,53209788416,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19120134, ,1554293201814, , , , ,3145728,25779272658, , ,356,0, , , ,2, , , ,3, , , , ,356,1,10240,5,2871574,3, ,2,711221,355, , , , , , , , ,4,77,59497224,-1, , , , , , ,32016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 12:06:49.082 UTC, ,250,3316394,3824,169528,888, ,11,1,385,11,0.03, , , , , , , ,11,13, ,2,1,8,5,16, ,388,52, , , , , , , , , , ,30,2, ,25779658307,31, ,25779272743, , , , ,19854477,53209329664,19,19, , , , , ,141,59778, , , , , , , , , , , , , , , , , , , , , , , , , ,19854477, ,1554293208560, , , , ,3145728,25779658307, , ,59,0, , , ,3, , , ,3, , , , ,59,1,267355,25, , , , ,23349263,623, , , , , , , , ,9,148,112842344,-1, , , , , , ,441, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65,36, , , , , , , , 
2019-04-03 12:06:49.129 UTC, ,250,3668610,3824,522632, , ,14, ,64,3,0.05, , , , , , , ,14,14, , , ,8,8,16, ,94,19, , , , , , , , , , ,23, , ,25779658307,31, ,25779272743, , , , ,19854477,53209329664,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19854477, ,1554293208560, , , , ,3145728,25779658307, , ,43,0, , , , , , , ,3, , , , ,43,1,2291,4, , , ,2,346398,21, , , , , , , , , , ,118207184,-1, , , , , , ,183, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,106,36, , , , , , , , 
2019-04-03 13:11:01.837 UTC, ,250,3176266,3824,30176,112, ,5,1,329,5,0.02, , , , , , , ,5,5, ,2,1,4,2,7, ,323,22, , , , , , , , , , , , , ,25779658307,31, ,25779272743, , , , ,19854477,53209640960,-1,-1, , , , , ,141,59778, , , , , , , , , , , , , , , , , , , , , , , , , ,19854477, ,1554297059180, , , , ,3145728,25779658307, , ,35,0, , , ,3, , , ,3, , , , ,35,1,151290,15, , , , ,23325796,589, , , , , , , , ,5,82,53094672,-1, , , , , , ,315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 13:11:06.805 UTC, ,94074,7809314,4552,4569512, , ,342, ,32065,337,0.01, , , , , , , ,342,16, , , ,300,7,15, ,10564,17, , , , , , , , , , ,31638,4, ,25779658307,31, ,25779272743, , , , ,22096900,53206347776,16,16, , , ,3, ,45,60616,1, , , , ,1055,3,5, , , , ,5,59547, , , , , , , , , , , ,22096900, ,1554297059180, , , , ,3145728,30067911231, , ,365, , , , ,6, , , ,3,1, , , ,365,2,7212350,73,1193959,3, ,2,3731022,343,1048464,1, , , , , , ,4,64,93437176,-1, , , , , , ,32073, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 13:11:07.180 UTC, ,250,3176010,3824,29816,216, ,5, ,349,5,0.01, , , , , , , ,5,5, ,16, ,4,2,7, ,331,19, , , , , , , , , , , , , ,30068299582,33,73526595,30068297667,1, ,4,8,13528537,53215965184,-1,-1, , , , , ,225,20997, , , , , , , , , , , , , , , , , , , , , , , , , ,13528537, ,1554297067008, , , , ,3145728,30068299582, , ,30, ,1, ,1,6,1, , ,3,2, , , ,30,1,115843,18,2063,1, , ,10528733,759, , , , , , , , ,9,146,123594504,-1, , , , , , ,345, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 13:11:07.288 UTC, ,250,3669266,3824,523288, , ,14, ,149,9,0.06, , , , , , , ,14,14, , , ,8,8,16, ,177,49, , , , , , , , , , ,61,2, ,30068299582,33,73526595,30068297667, , , , ,13528537,53215965184,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13528537, ,1554297067008, , , , ,3145728,30068299582, , ,68,0, , , ,1, , , ,3, , , , ,68,2,120404,15, , , ,2,369865,55, , , , , , , , , , ,139029208,-1, , , , , , ,445, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,282,84, , , , , , , , 
2019-04-03 13:16:31.479 UTC, ,250,3175050,3592,28992,80, ,5,1,268,5,0.02, , , , , , , ,5,5, ,2,1,4,2,7, ,263,19, , , , , , , , , , , , , ,30068300300,34, ,30068299701, , , , ,13529252,53215850496,27,27, , , , , ,225,21025, , , , , , , , , , , , , , , , , , , , , , , , , ,13529252, ,1554297389920, , , , ,3145728,30068300300, , ,32,0, , , ,4, , , ,3, , , , ,32,1,134629,15, , , , ,7163777,479, , , , , , , , ,5,83,33562936,-1, , , , , , ,260, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 13:16:36.307 UTC, ,93138,7764786,3824,4525920, , ,342, ,32010,337,0.01, , , , , , , ,342,16, , , ,300,8,14, ,10494,9, , , , , , , , , , ,31638,4, ,30068300300,34, ,30068299701, , , , ,16400826,53212704768,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16400826, ,1554297389920, , , , ,3145728,30071520568, , ,357,0, , , ,3, , , ,3, , , , ,357,2,12288,6,2871574,3, ,2,711269,356, , , , , , , , ,4,76,48697088,-1, , , , , , ,32016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 13:16:36.890 UTC, ,250,3179722,3824,33184,560, ,6, ,329,6,0.02, , , , , , , ,6,6, ,3, ,5,3,7, ,318,25, , , , , , , , , , , , , ,30071906234,35, ,30071520653, , , , ,17135186,53212246016,22,22, , , , , ,240,42829, , , , , , , , , , , , , , , , , , , , , , , , , ,17135186, ,1554297396478, , , , ,3145728,30071906234, , ,39,0, , , ,4, , , ,3, , , , ,39,1,75958,17, , , , ,17868130,798, , , , , , , , ,9,159,91179776,-1, , , , , , ,321, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2019-04-03 13:16:36.969 UTC, ,250,3668610,3824,522632, , ,14, ,134,8,0.06, , , , , , , ,14,14, , , ,8,8,16, ,167,45, , , , , , , , , , ,61,2, ,30071906234,35, ,30071520653, , , , ,17135186,53212246016,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17135186, ,1554297396478, , , , ,3145728,30071906234, , ,61,0, , , ,1, , , ,3, , , , ,61,2,120404,15, , , ,2,365616,49, , , , , , , , , , ,97342192,-1, , , , , , ,428, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,282,83, , , , , , , , 
2019-04-03 13:30:48.836 UTC, ,250,3174906,3592,28928, , ,5, ,317,5,0.02, , , , , , , ,5,5, ,3, ,4,2,7, ,308,19, , , , , , , , , , , , , ,30071906234,35, ,30071520653, , , , ,17135186,53211725824,22,22, , , , , ,240,42829, , , , , , , , , , , , , , , , , , , , , , , , , ,17135186, ,1554298247011, , , , ,3145728,30071906234, , ,31,0, , , ,3, , , ,3, , , , ,31, ,73871,15, , , , ,17863833,791, , , , , , , , ,5,70,41871272,-1, , , , , , ,302, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-04-03 13:30:54.042 UTC, ,94138,7807834,4656,4567968, , ,342, ,32070,337,0.01, , , , , , , ,342,16, , , ,300,7,15, ,10567,19, , , , , , , , , , ,31638,4, ,30071906234,35, ,30071520653, , , , ,19999888,53206929408,18,18, , , ,2, ,141,60604,1, ,4, ,4,1058,14,18, , , , ,17,59516, , , , , , , , , , , ,19999888, ,1554298247011, , , , ,3145728,34360169135, , ,367,188, ,188, ,4, , , ,3,1, , , ,367,2,138226,14,2864702,3, ,2,10847555,500, , , , , , , , ,4,67,89818712,-1, , , , , , ,32090, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10551, ,21446, , , , , , 
2019-04-03 13:30:54.371 UTC, ,250,3180178,3824,33840,360, ,6, ,164,6,0.04, , , , , , , ,6,6, ,16, ,5,3,7, ,142,21, , , , , , , , , , , , , ,34360558580,37,80818475,34360556843,1,1,2,5,10820189,53218033664,-1,-1, , , , , ,4,829, , , , , , , , , , , , , , , , , , , , , , , , , ,10820189, ,1554298254199, , , , ,3145728,34360558580, , ,35,31,1,31,1,6,1, , ,3,2, , , ,35,1,49302,8, , , , ,5497866,333,1884,1, , , , , , ,9,137,116491440,-1, , , , , , ,161, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
